ആർക്ക෠പ്പം	ആർക്ക്+ഒപ്പം
വിശ്വവ്യാപ෕യാണെങ്കിലും	വിശ്വവ്യാപി+ആണെങ്കിലും
തീപ്പൊര෕യായി	തീപ്പൊരി+യായി
ഈറനුകുന്നു	ഈറൻ+ആകുന്നു
കളമെഴുത്തුയി	കളമെഴുത്ത്+ആയി
ചലച്ചിത്ര඘രസം	ചലച്ചിത്രം+രസം
ഊരി෈െല്ലാം	ഊരിൽ+എല്ലാം
മു්കളും	മുഴ+കളും
പുലാവ෗ം	പുല+ആവും
അദ്ദേഹහതിന്	അദ്ദേഹം+അതിന്
അടിහയും	അടിമ+ഉം
ശീലහെന്ന്	ശീലം+എന്ന്
രചിച്ച෗വെച്ചു	രചിച്ചു+വെച്ചു
കෆമണൽ	കരം+അണൽ
പ്രസിദ്ധീകരിച്ച෗സ്വയം	പ്രസിദ്ധീകരിച്ചു+സ്വയം
അത്സത്ළസന്ധനും	അത്+സത്യസന്ധനും
ഇങ്ങനොഅദ്ദേഹം	ഇങ്ങനെ+അദ്ദേഹം
മ෇നീക്കി	മറ+നീക്കി
ഇട෋പ്പാതി	ഇടവ+പാതി
പാളയ඘കോടൻ	പാളയം+കോടൻ
കുത്തණയായി	കുത്തക+യായി
വസന്යതിലക	വസന്ത+തിലക
നിസ്സീമහായി	നിസ്സീമ+മായി
ഉച്ചാറณവേല	ഉച്ചാറൽ+വേല
വෆത്തിന്റെ	വര+തിന്റെ
സഹവാസ඘കൊണ്ട്	സഹവാസം+കൊണ്ട്
ചന്ദ്രക෈കളും	ചന്ദ്രകല+കളും
കത്തුന്	കത്ത്+ആന്
തඵാനും	തട+ആനും
കണ്ണന෣കുഴി	കണ്ണന്+കുഴി
എക്ക෇ിനു	എക്ക+റിനു
ഉപസ്ഥാപණയും	ഉപസ്ഥാപക+ഉം
ഗർഭധാരඹത്തിന്	ഗർഭധാരണ+തിന്
യഥാർරസ്നേഹവും	യഥാർഥ+സ്നേഹവും
അനුക്കോണ്ട	അനാ+കോണ്ട
മുന്നേറ്റහായി	മുന്നേറ്റം+ആയി
ആത്മകරയെന്ന	ആത്മകഥ+എന്ന
ഗഹനහായ	ഗഹന+മായ
പ്രസാധණന്റെ	പ്രസാധക+അന്റെ
വലിച്ධിട്ടു	വലിച്ച+ഇട്ടു
മൂർത്ത෕ക്കാവ്	മൂർത്തി+കാവ്
ചെയ്ത෡ടെ	ചെയ്ത്+ഓടെ
നഗര඘ആഗോള	നഗരം+ആഗോള
പറഞ്ഞ෗പഴയ	പറഞ്ഞു+പഴയ
കോഴിക്കോട෣പാളയം	കോഴിക്കോട്+പാളയം
പ്രസംഗിക്കുന്඾വരെ	പ്രസംഗിക്കുന്ന+വരെ
ഇരുപതඵി	ഇരുപത്+അടി
കാണുന്ന෗വളരെ	കാണുന്നു+വളരെ
എന്ന෗ണ്ടായി	എന്ൻ+ഉണ്ടായി
കെടുത്തുന്඾തായി	കെടുത്തുന്ന+തായി
പൂച്ചළിൽ	പൂച്ച+അയിൽ
വലിළശമ്പളം	വലിയ+ശമ്പളം
മുതിෆാൻ	മുതിര+ആൻ
വീറ෕ന്റെ	വീറ്+ഇന്റെ
അന്ത്ළഘട്ടവും	അന്ത്യ+ഘട്ടവും
ദാരിദ്ര്യ඘മൂലം	ദാരിദ്ര്യം+മൂലം
കാവ෕ക്കോട്ട	കാവി+കോട്ട
ചൂട്ടුട്ടെ	ചൂട്ട+ആട്ടെ
കുംഭ෕കാദി	കുംഭി+കാദി
സത്യහാല്	സത്യ+മാല്
മ්യോടെ	മഴ+ഓടെ
അനന്തനුകുന്ന	അനന്തൻ+ആകുന്ന
കാവുණൾ	കാവുക+അൾ
കുട෕പ്പിക്കുന്ന	കുടി+പിക്കുന്ന
ആകാത്തതിനුല്	ആകാത്ത+അതിനാല്
ആരവങ്ങ෉ില്	ആരവങ്ങൾ+ഇല്
കണ്ട෣രോളിങ്ങ്	കണ്ട്രോൾ+ഇങ്ങ്
ഭരണഘട඾ചൈനീസ്	ഭരണഘടന+ചൈനീസ്
ചുള്ള඾ായ	ചുള്ള+നായ
സാധ෕കും	സാധിക+ഉം
അംഗീകരിച്ച෗സാങ്കേതിക	അംഗീകരിച്ചു+സാങ്കേതിക
പണിയുණയെന്നത്	പണിയുക+എന്നത്
തൊണ്ඵയിൽ	തൊണ്ട്+അയിൽ
ഉണ്ണ෕വീട്ടില്	ഉണ്ണി+വീട്ടില്
സുഖകരമാළത്	സുഖകരമായ+ത്
വാമൊഴ෕യുന്ന	വാമ+ഒഴിയുന്ന
താന്ത്രിණവിധി	താന്ത്രിക+വിധി
പ෈ശ	പല+അശ
അത෠ന്നാകെ	അത്+ഒന്നാകെ
ഈട്ട෕ക്കൽ	ഈട്ടി+കൽ
മധ෗പാല്	മധു+പാല്
അഭ്യർഥ඾പത്രവും	അഭ്യർഥന+പത്രവും
പഞ്ධകുളം	പഞ്ച+കുളം
പെฐസിംഹവും	പെൺ+സിംഹവും
ഇലക෉ോടും	ഇലകളോട്+ഉം
ഉപദേശහുണ്ട്	ഉപദേശം+ഉണ്ട്
ഉത്പത്ത෕യാണ്	ഉത്പത്തി+ആണ്
അച്ചฑകല്ല്	അച്ചൻ+കല്ല്
ദൂരദർശിന෕യും	ദൂരദർശിനി+ഉം
ചെയ്യുණഅല്ലെങ്കിൽ	ചെയ്യുക+അല്ലെങ്കിൽ
കോച്ചුയി	കോച്ച്+ആയി
പരിപാലക඾ാൻ	പരിപാല+കനാൻ
നിത്യവൃത്ത෕കഴിച്ച്	നിത്യവൃത്തി+കഴിച്ച്
ഗുണහുള്ളതും	ഗുണം+ഉള്ളതും
ഹിമാന෕യിൽ	ഹിമാനി+ഇൽ
ശാരീരിණരോഗങ്ങൾ	ശാരീരിക+രോഗങ്ങൾ
ചരณക്കല്ലുകൾ	ചരൽ+കല്ലുകൾ
മ്ലാനහാണ്	മ്ലാനം+ആണ്
തകർന്ന෗വീഴുന്ന	തകർന്നു+വീഴുന്ന
നി඲ില്	നിജ+ഇല്
കൂട്ടුയ	കൂട്ട്+ആയ
ഗോശാ෈പാലക്കാട്	ഗോശാല+പാലക്കാട്
വിശദീകരണ඘ആലുവ	വിശദീകരണം+ആലുവ
കദള෕പ്പറമ്പ്	കദളി+പറമ്പ്
വിහന്	വിമ+അന്
ഹസ്തහൊരുക്കി	ഹസ്തം+ഒരുക്കി
വിപു෈മാക്കാൻ	വിപുല+മാക്കാൻ
മതന෕യമം	മത+നിയമം
ആณഗൽ	ആൽഗ+അൽ
പ඾കുളം	പന+കുളം
അന്തരീക്ഷ඘തന്നെ	അന്തരീക്ഷം+തന്നെ
അനുവദിക്കുന്඾ത്	അനുവദിക്കുന്ന+ത്
ദുർബ෈വിഭാഗത്തിൽപ്പെട്ട	ദുർബല+വിഭാഗത്തിൽപ്പെട്ട
ഏല෕യസ്	ഏലി+യസ്
ഇടനാട്ട෕ല്	ഇടനാട്ട്+ഇല്
പണ്ഡിത඾െന്ന്	പണ്ഡിതൻ+എന്ന്
വസന്ത඾െതിരെ	വസന്തൻ+എതിരെ
തേജസ്സ෗ണ്ടായി	തേജസ്സ്+ഉണ്ടായി
ചെന്നෞക്കാരും	ചെന്നൈ+കാരും
മരിച്ച෗വെടിക്കെട്ട്	മരിച്ചു+വെടിക്കെട്ട്
അനന്යും	അനന്+തും
വ്യാപാര෕യാണ്	വ്യാപാരി+ആണ്
പിന്തുඹയോടും	പിന്തുണ+ഓടും
ഇയാ෉ടക്കം	ഇയാൾ+അടക്കം
ഇവിടොയെത്തും	ഇവിടെ+എത്തും
ജനനහില്ല	ജനനം+ഇല്ല
അത෣യുദാത്ത	അത്+ഉദാത്ത
വർ෍ത്തോറും	വർഷ+തോറും
ജസ്റ്റിസුകുന്ന	ജസ്റ്റിസ്+ആകുന്ന
അടിമത്යമോ	അടിമ+തമോ
കോඹളവ്	കോണ്+അളവ്
സംസ്കൃത෕കേന്ദ്രം	സംസ്കൃതി+കേന്ദ്രം
ഭാവ඾യാണെങ്കിലും	ഭാവന+ആണെങ്കിലും
പെണ്ണහ്മ	പെണ്ണ്+അമ്മ
പ്രസംഗിച്ച෗വിവിധ	പ്രസംഗിച്ചു+വിവിധ
മാത്രහല്ല	മാത്രം+അല്ല
ന෋ാഹ	നവ+ആഹ
പഞ്ചුമൃത	പഞ്ചാ+മൃത
കൃപ෕യിൽ	കൃപി+ഇൽ
പൂളළിൽ	പൂള+ഇൽ
കലුവിരുന്നിന്റെ	കലാ+വിരുന്നിന്റെ
അത෡ടു	അതോ+ടു
പരහായും	പര+മായും
ഛായാഗ്രാഹ෕യാണ്	ഛായാഗ്രാഹി+ആണ്
വയോധ෕കന്റെ	വയോധിക+അന്റെ
തിലക඾െതിരേ	തിലകൻ+എതിരേ
തലവേദ඾യില്ലാതെ	തലവേദന+ഇല്ലാതെ
സിമന്റ෕ന്	സിമന്റ്+ഇന്
കമ്മിറ്റ෕തന്നെ	കമ്മിറ്റി+തന്നെ
അമിതബാාുല്യവും	അമിത+ബാഹുല്യവും
എല඾െയും	എല+നെയും
പാർക്ക෕നെ	പാർക്ക്+ഇനെ
പരിവ്രാജക඾ും	പരിവ്രാജകൻ+ഉം
കപ്പ෣കറുവാപ്പട്ട	കപ്പ്+കറുവാപ്പട്ട
കരുതുന്඾തായി	കരുതുന്ന+തായി
മിයവാദം	മിത+വാദം
അത്ത෕മുറ്റം	അത്തി+മുറ്റം
അല്പ඾േരം	അല്പ+നേരം
എതിര෣ത്തേ	എതിര്+തേ
മ෈യുടെ	മല+ഉടെ
അറിയിച്ച෗ഇത്തരം	അറിയിച്ചു+ഇത്തരം
ആദ്ළശമ്പളം	ആദ്യ+ശമ്പളം
കുറിപ്പ෕ട്ട്	കുറി+പിട്ട്
ചിന്തෝരിട്ട	ചിന്തേർ+ഇട്ട
പൊത്ത෗ന്നു	പൊത്ത+ഉന്നു
കണക്കുപ്രകാരහാണ്	കണക്കുപ്രകാരം+ആണ്
നിധ෕ഭാരത	നിധി+ഭാരത
മരപ്പട്ട෕കളെ	മരപ്പട്ടി+കളെ
പണ෕കഴിക്കുന്നു	പണി+കഴിക്കുന്നു
ഇതෝത്തുടർന്നു	ഇതേ+തുടർന്നു
പ്രശസ്යപണ്ഡിതനും	പ്രശസ്ത+പണ്ഡിതനും
ഇബ෗ക്ക	ഇബ്+ഉക്ക
പൂക്ණയില്	പൂക്ക+ഇല്
സ്ഥാനത്തേക്ക෗യരും	സ്ഥാനത്തേക്ക്+ഉയരും
ഉപായහാണ്	ഉപായം+ആണ്
സത്ത෣ഗുരു	സത്ത്+ഗുരു
കോ්യാരോപണം	കോഴ+ആരോപണം
വല෕വിനെ	വലിവ്+ഇനെ
മാറ്റහായ	മാറ്റ്+അമായ
രഞ്ജിത്ത෕നെ	രഞ്ജിത്ത്+ഇനെ
വീരසദ്ര	വീര+ഭദ്ര
ഇത෣ആൺ	ഇത്+ആൺ
ഗුവീ	ഗാ+വീ
ലോණസത്ത	ലോക+സത്ത
കൊണ്ട෗ണ്ടാക്കുന്ന	കൊണ്ട+ഉണ്ടാക്കുന്ന
ഉപാധ്യാළാണ്	ഉപാധ്യായ+ആണ്
ജമന്ത෕യുടെ	ജമന്തി+ഉടെ
ലൈന്സෝവനം	ലൈന്+സേവനം
കണ്ടෘർ	കണ്ട്+ഊർ
മാฑടാങ്ക്	മാൻ+ടാങ്ക്
ഭദ്ෆന്	ഭദ്ര+അന്
പ്രകാശിക്കുന്඾വന്	പ്രകാശിക്കുന്ന+വന്
തുඹയെന്നു	തുണ+എന്നു
നിശ്ശബ്඼മാക്കുന്ന	നിശ്ശബ്ദം+ആക്കുന്ന
പാല෡ടി	പാല+ഓടി
ഊരാള෕യുടെ	ഊരാളി+ഉടെ
ശ്രുത෕യെന്നും	ശ്രുതി+എന്നും
അഗ്ന෕യാക്കി	അഗ്നി+ആക്കി
മധ്ළവർഗ്ഗവും	മധ്യ+വർഗ്ഗവും
കരുത്ത෕ന്റെ	കരുത്+തിന്റെ
വෆയാല്	വര+ആല്
വനംവණുപ്പും	വനം+വകുപ്പും
പ്രതിബദ്ധයയുള്ള	പ്രതിബദ്ധത+ഉള്ള
കൂടുത෈ായിട്ടും	കൂടുതൽ+ആയിട്ടും
ഒറേ෍ൻ	ഒറ+ഏഷൻ
തീർഥയാത്ෆയും	തീർഥയാത്ര+ഉം
കണ്ണൂฒകേരളത്തിലെ	കണ്ണൂർ+കേരളത്തിലെ
ആവ෕യാകുന്ന	ആവി+ആകുന്ന
മണിപ്പൂෆിൽ	മണി+പൂരിൽ
ജാ෋യില്	ജാവ+ഇല്
മ඾തിന്റെ	മന+അതിന്റെ
നെല്ലෘർ	നെല്ല്+ഊർ
അෆേത്ത്	അരേ+ത്
ചാළത്തോട്ടം	ചായ+തോട്ടം
ചിഹ്നിයത്തിന്റെ	ചിഹ്നിത+തിന്റെ
കുടി෈ബുദ്ധി	കുടില+ബുദ്ധി
വരണ്ඵുണങ്ങും	വരണ്ട+ഉണങ്ങും
വെട്ടෘര്	വെട്ട+ഊര്
ഗദ്യനാടകහാണ്	ഗദ്യനാടകം+ആണ്
ദേഹහുട്ട്	ദേഹ+മുട്ട്
ഉപഭോക്തුക്കളെ	ഉപഭോക്താ+കളെ
അഭിജിത്ത෕നെ	അഭിജിത്ത്+ഇനെ
മരുപ്പച്ධയായ്	മരുപ്പച്ച+ആയ്
ന്യൂസ෣തിരുവനന്തപുരം	ന്യൂസ്+തിരുവനന്തപുരം
കൗമാෆകാലത്തെ	കൗമാര+കാലത്തെ
ചേ඾യില	ചേന+ഇല
ആശങ്ණയുണ്ടാക്കുന്ന	ആശങ്ക+ഉണ്ടാക്കുന്ന
ആഗ്രഹ෕ക്കുന്നെങ്കില്	ആഗ്രഹിക്കുന്ന+എങ്കില്
